 ,England and Wales,Age (6 categories) Code,Age (6 categories),Ethnic group (20 categories) Code,Ethnic group (20 categories),Year of arrival in the UK (11 categories) Code,Year of arrival in the UK (11 categories),Observation
K04000001,England and Wales,5,Aged 50 to 64 years,-8,Does not apply,4,Arrived 1981 to 1990,0
K04000001,England and Wales,5,Aged 50 to 64 years,-8,Does not apply,5,Arrived 1991 to 2000,0
K04000001,England and Wales,5,Aged 50 to 64 years,-8,Does not apply,6,Arrived 2001 to 2010,0
K04000001,England and Wales,5,Aged 50 to 64 years,-8,Does not apply,7,Arrived 2011 to 2013,0
K04000001,England and Wales,5,Aged 50 to 64 years,-8,Does not apply,8,Arrived 2014 to 2016,0
K04000001,England and Wales,5,Aged 50 to 64 years,-8,Does not apply,9,Arrived 2017 to 2019,0
K04000001,England and Wales,5,Aged 50 to 64 years,-8,Does not apply,10,Arrived 2020 to 2021,0
K04000001,England and Wales,5,Aged 50 to 64 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1,Born in the UK,5094
K04000001,England and Wales,5,Aged 50 to 64 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2,Arrived before 1971,2226
K04000001,England and Wales,5,Aged 50 to 64 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3,Arrived 1971 to 1980,11842
K04000001,England and Wales,5,Aged 50 to 64 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4,Arrived 1981 to 1990,16618
K04000001,England and Wales,5,Aged 50 to 64 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5,Arrived 1991 to 2000,12363
K04000001,England and Wales,5,Aged 50 to 64 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6,Arrived 2001 to 2010,5792
K04000001,England and Wales,5,Aged 50 to 64 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7,Arrived 2011 to 2013,1973
K04000001,England and Wales,5,Aged 50 to 64 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",8,Arrived 2014 to 2016,2424
K04000001,England and Wales,5,Aged 50 to 64 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",9,Arrived 2017 to 2019,2154
K04000001,England and Wales,5,Aged 50 to 64 years,1,"Asian, Asian British or Asian Welsh: Bangladeshi",10,Arrived 2020 to 2021,1166
K04000001,England and Wales,5,Aged 50 to 64 years,2,"Asian, Asian British or Asian Welsh: Chinese",-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,2,"Asian, Asian British or Asian Welsh: Chinese",1,Born in the UK,6232
K04000001,England and Wales,5,Aged 50 to 64 years,2,"Asian, Asian British or Asian Welsh: Chinese",2,Arrived before 1971,2452
K04000001,England and Wales,5,Aged 50 to 64 years,2,"Asian, Asian British or Asian Welsh: Chinese",3,Arrived 1971 to 1980,12909
K04000001,England and Wales,5,Aged 50 to 64 years,2,"Asian, Asian British or Asian Welsh: Chinese",4,Arrived 1981 to 1990,11604
K04000001,England and Wales,5,Aged 50 to 64 years,2,"Asian, Asian British or Asian Welsh: Chinese",5,Arrived 1991 to 2000,12331
K04000001,England and Wales,5,Aged 50 to 64 years,2,"Asian, Asian British or Asian Welsh: Chinese",6,Arrived 2001 to 2010,12118
K04000001,England and Wales,5,Aged 50 to 64 years,2,"Asian, Asian British or Asian Welsh: Chinese",7,Arrived 2011 to 2013,1419
K04000001,England and Wales,5,Aged 50 to 64 years,2,"Asian, Asian British or Asian Welsh: Chinese",8,Arrived 2014 to 2016,1702
K04000001,England and Wales,5,Aged 50 to 64 years,2,"Asian, Asian British or Asian Welsh: Chinese",9,Arrived 2017 to 2019,3264
K04000001,England and Wales,5,Aged 50 to 64 years,2,"Asian, Asian British or Asian Welsh: Chinese",10,Arrived 2020 to 2021,3273
K04000001,England and Wales,5,Aged 50 to 64 years,3,"Asian, Asian British or Asian Welsh: Indian",-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,3,"Asian, Asian British or Asian Welsh: Indian",1,Born in the UK,63488
K04000001,England and Wales,5,Aged 50 to 64 years,3,"Asian, Asian British or Asian Welsh: Indian",2,Arrived before 1971,38586
K04000001,England and Wales,5,Aged 50 to 64 years,3,"Asian, Asian British or Asian Welsh: Indian",3,Arrived 1971 to 1980,61298
K04000001,England and Wales,5,Aged 50 to 64 years,3,"Asian, Asian British or Asian Welsh: Indian",4,Arrived 1981 to 1990,37131
K04000001,England and Wales,5,Aged 50 to 64 years,3,"Asian, Asian British or Asian Welsh: Indian",5,Arrived 1991 to 2000,28925
K04000001,England and Wales,5,Aged 50 to 64 years,3,"Asian, Asian British or Asian Welsh: Indian",6,Arrived 2001 to 2010,32129
K04000001,England and Wales,5,Aged 50 to 64 years,3,"Asian, Asian British or Asian Welsh: Indian",7,Arrived 2011 to 2013,4520
K04000001,England and Wales,5,Aged 50 to 64 years,3,"Asian, Asian British or Asian Welsh: Indian",8,Arrived 2014 to 2016,6524
K04000001,England and Wales,5,Aged 50 to 64 years,3,"Asian, Asian British or Asian Welsh: Indian",9,Arrived 2017 to 2019,8056
K04000001,England and Wales,5,Aged 50 to 64 years,3,"Asian, Asian British or Asian Welsh: Indian",10,Arrived 2020 to 2021,4050
K04000001,England and Wales,5,Aged 50 to 64 years,4,"Asian, Asian British or Asian Welsh: Pakistani",-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,4,"Asian, Asian British or Asian Welsh: Pakistani",1,Born in the UK,35942
K04000001,England and Wales,5,Aged 50 to 64 years,4,"Asian, Asian British or Asian Welsh: Pakistani",2,Arrived before 1971,16738
K04000001,England and Wales,5,Aged 50 to 64 years,4,"Asian, Asian British or Asian Welsh: Pakistani",3,Arrived 1971 to 1980,27831
K04000001,England and Wales,5,Aged 50 to 64 years,4,"Asian, Asian British or Asian Welsh: Pakistani",4,Arrived 1981 to 1990,28575
K04000001,England and Wales,5,Aged 50 to 64 years,4,"Asian, Asian British or Asian Welsh: Pakistani",5,Arrived 1991 to 2000,26901
K04000001,England and Wales,5,Aged 50 to 64 years,4,"Asian, Asian British or Asian Welsh: Pakistani",6,Arrived 2001 to 2010,17329
K04000001,England and Wales,5,Aged 50 to 64 years,4,"Asian, Asian British or Asian Welsh: Pakistani",7,Arrived 2011 to 2013,3447
K04000001,England and Wales,5,Aged 50 to 64 years,4,"Asian, Asian British or Asian Welsh: Pakistani",8,Arrived 2014 to 2016,4504
K04000001,England and Wales,5,Aged 50 to 64 years,4,"Asian, Asian British or Asian Welsh: Pakistani",9,Arrived 2017 to 2019,5060
K04000001,England and Wales,5,Aged 50 to 64 years,4,"Asian, Asian British or Asian Welsh: Pakistani",10,Arrived 2020 to 2021,3161
K04000001,England and Wales,5,Aged 50 to 64 years,5,"Asian, Asian British or Asian Welsh: Other Asian",-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,5,"Asian, Asian British or Asian Welsh: Other Asian",1,Born in the UK,8038
K04000001,England and Wales,5,Aged 50 to 64 years,5,"Asian, Asian British or Asian Welsh: Other Asian",2,Arrived before 1971,3827
K04000001,England and Wales,5,Aged 50 to 64 years,5,"Asian, Asian British or Asian Welsh: Other Asian",3,Arrived 1971 to 1980,9906
K04000001,England and Wales,5,Aged 50 to 64 years,5,"Asian, Asian British or Asian Welsh: Other Asian",4,Arrived 1981 to 1990,20017
K04000001,England and Wales,5,Aged 50 to 64 years,5,"Asian, Asian British or Asian Welsh: Other Asian",5,Arrived 1991 to 2000,35157
K04000001,England and Wales,5,Aged 50 to 64 years,5,"Asian, Asian British or Asian Welsh: Other Asian",6,Arrived 2001 to 2010,48574
K04000001,England and Wales,5,Aged 50 to 64 years,5,"Asian, Asian British or Asian Welsh: Other Asian",7,Arrived 2011 to 2013,5335
K04000001,England and Wales,5,Aged 50 to 64 years,5,"Asian, Asian British or Asian Welsh: Other Asian",8,Arrived 2014 to 2016,4957
K04000001,England and Wales,5,Aged 50 to 64 years,5,"Asian, Asian British or Asian Welsh: Other Asian",9,Arrived 2017 to 2019,6782
K04000001,England and Wales,5,Aged 50 to 64 years,5,"Asian, Asian British or Asian Welsh: Other Asian",10,Arrived 2020 to 2021,2598
K04000001,England and Wales,5,Aged 50 to 64 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",1,Born in the UK,26436
K04000001,England and Wales,5,Aged 50 to 64 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",2,Arrived before 1971,1981
K04000001,England and Wales,5,Aged 50 to 64 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",3,Arrived 1971 to 1980,5773
K04000001,England and Wales,5,Aged 50 to 64 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",4,Arrived 1981 to 1990,34650
K04000001,England and Wales,5,Aged 50 to 64 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",5,Arrived 1991 to 2000,59198
K04000001,England and Wales,5,Aged 50 to 64 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",6,Arrived 2001 to 2010,65180
K04000001,England and Wales,5,Aged 50 to 64 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",7,Arrived 2011 to 2013,7407
K04000001,England and Wales,5,Aged 50 to 64 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",8,Arrived 2014 to 2016,9091
K04000001,England and Wales,5,Aged 50 to 64 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",9,Arrived 2017 to 2019,8751
K04000001,England and Wales,5,Aged 50 to 64 years,6,"Black, Black British, Black Welsh, Caribbean or African: African",10,Arrived 2020 to 2021,3464
K04000001,England and Wales,5,Aged 50 to 64 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1,Born in the UK,119025
K04000001,England and Wales,5,Aged 50 to 64 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2,Arrived before 1971,18831
K04000001,England and Wales,5,Aged 50 to 64 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3,Arrived 1971 to 1980,8138
K04000001,England and Wales,5,Aged 50 to 64 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4,Arrived 1981 to 1990,5232
K04000001,England and Wales,5,Aged 50 to 64 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5,Arrived 1991 to 2000,11651
K04000001,England and Wales,5,Aged 50 to 64 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6,Arrived 2001 to 2010,7665
K04000001,England and Wales,5,Aged 50 to 64 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7,Arrived 2011 to 2013,778
K04000001,England and Wales,5,Aged 50 to 64 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",8,Arrived 2014 to 2016,863
K04000001,England and Wales,5,Aged 50 to 64 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",9,Arrived 2017 to 2019,1192
K04000001,England and Wales,5,Aged 50 to 64 years,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",10,Arrived 2020 to 2021,401
K04000001,England and Wales,5,Aged 50 to 64 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1,Born in the UK,34822
K04000001,England and Wales,5,Aged 50 to 64 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2,Arrived before 1971,1882
K04000001,England and Wales,5,Aged 50 to 64 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3,Arrived 1971 to 1980,1062
K04000001,England and Wales,5,Aged 50 to 64 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4,Arrived 1981 to 1990,2237
K04000001,England and Wales,5,Aged 50 to 64 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5,Arrived 1991 to 2000,3293
K04000001,England and Wales,5,Aged 50 to 64 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6,Arrived 2001 to 2010,3155
K04000001,England and Wales,5,Aged 50 to 64 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7,Arrived 2011 to 2013,295
K04000001,England and Wales,5,Aged 50 to 64 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",8,Arrived 2014 to 2016,283
K04000001,England and Wales,5,Aged 50 to 64 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9,Arrived 2017 to 2019,392
K04000001,England and Wales,5,Aged 50 to 64 years,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",10,Arrived 2020 to 2021,184
K04000001,England and Wales,5,Aged 50 to 64 years,9,Mixed or Multiple ethnic groups: White and Asian,-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,9,Mixed or Multiple ethnic groups: White and Asian,1,Born in the UK,27160
K04000001,England and Wales,5,Aged 50 to 64 years,9,Mixed or Multiple ethnic groups: White and Asian,2,Arrived before 1971,2270
K04000001,England and Wales,5,Aged 50 to 64 years,9,Mixed or Multiple ethnic groups: White and Asian,3,Arrived 1971 to 1980,1690
K04000001,England and Wales,5,Aged 50 to 64 years,9,Mixed or Multiple ethnic groups: White and Asian,4,Arrived 1981 to 1990,1171
K04000001,England and Wales,5,Aged 50 to 64 years,9,Mixed or Multiple ethnic groups: White and Asian,5,Arrived 1991 to 2000,1156
K04000001,England and Wales,5,Aged 50 to 64 years,9,Mixed or Multiple ethnic groups: White and Asian,6,Arrived 2001 to 2010,1098
K04000001,England and Wales,5,Aged 50 to 64 years,9,Mixed or Multiple ethnic groups: White and Asian,7,Arrived 2011 to 2013,245
K04000001,England and Wales,5,Aged 50 to 64 years,9,Mixed or Multiple ethnic groups: White and Asian,8,Arrived 2014 to 2016,366
K04000001,England and Wales,5,Aged 50 to 64 years,9,Mixed or Multiple ethnic groups: White and Asian,9,Arrived 2017 to 2019,392
K04000001,England and Wales,5,Aged 50 to 64 years,9,Mixed or Multiple ethnic groups: White and Asian,10,Arrived 2020 to 2021,161
K04000001,England and Wales,5,Aged 50 to 64 years,10,Mixed or Multiple ethnic groups: White and Black African,-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,10,Mixed or Multiple ethnic groups: White and Black African,1,Born in the UK,9206
K04000001,England and Wales,5,Aged 50 to 64 years,10,Mixed or Multiple ethnic groups: White and Black African,2,Arrived before 1971,530
K04000001,England and Wales,5,Aged 50 to 64 years,10,Mixed or Multiple ethnic groups: White and Black African,3,Arrived 1971 to 1980,695
K04000001,England and Wales,5,Aged 50 to 64 years,10,Mixed or Multiple ethnic groups: White and Black African,4,Arrived 1981 to 1990,1526
K04000001,England and Wales,5,Aged 50 to 64 years,10,Mixed or Multiple ethnic groups: White and Black African,5,Arrived 1991 to 2000,2486
K04000001,England and Wales,5,Aged 50 to 64 years,10,Mixed or Multiple ethnic groups: White and Black African,6,Arrived 2001 to 2010,2711
K04000001,England and Wales,5,Aged 50 to 64 years,10,Mixed or Multiple ethnic groups: White and Black African,7,Arrived 2011 to 2013,523
K04000001,England and Wales,5,Aged 50 to 64 years,10,Mixed or Multiple ethnic groups: White and Black African,8,Arrived 2014 to 2016,603
K04000001,England and Wales,5,Aged 50 to 64 years,10,Mixed or Multiple ethnic groups: White and Black African,9,Arrived 2017 to 2019,590
K04000001,England and Wales,5,Aged 50 to 64 years,10,Mixed or Multiple ethnic groups: White and Black African,10,Arrived 2020 to 2021,232
K04000001,England and Wales,5,Aged 50 to 64 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1,Born in the UK,35169
K04000001,England and Wales,5,Aged 50 to 64 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2,Arrived before 1971,815
K04000001,England and Wales,5,Aged 50 to 64 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3,Arrived 1971 to 1980,516
K04000001,England and Wales,5,Aged 50 to 64 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4,Arrived 1981 to 1990,479
K04000001,England and Wales,5,Aged 50 to 64 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5,Arrived 1991 to 2000,786
K04000001,England and Wales,5,Aged 50 to 64 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6,Arrived 2001 to 2010,736
K04000001,England and Wales,5,Aged 50 to 64 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7,Arrived 2011 to 2013,294
K04000001,England and Wales,5,Aged 50 to 64 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8,Arrived 2014 to 2016,545
K04000001,England and Wales,5,Aged 50 to 64 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,9,Arrived 2017 to 2019,648
K04000001,England and Wales,5,Aged 50 to 64 years,11,Mixed or Multiple ethnic groups: White and Black Caribbean,10,Arrived 2020 to 2021,229
K04000001,England and Wales,5,Aged 50 to 64 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1,Born in the UK,23621
K04000001,England and Wales,5,Aged 50 to 64 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2,Arrived before 1971,2269
K04000001,England and Wales,5,Aged 50 to 64 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3,Arrived 1971 to 1980,2140
K04000001,England and Wales,5,Aged 50 to 64 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4,Arrived 1981 to 1990,2581
K04000001,England and Wales,5,Aged 50 to 64 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5,Arrived 1991 to 2000,4026
K04000001,England and Wales,5,Aged 50 to 64 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6,Arrived 2001 to 2010,3970
K04000001,England and Wales,5,Aged 50 to 64 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7,Arrived 2011 to 2013,854
K04000001,England and Wales,5,Aged 50 to 64 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,8,Arrived 2014 to 2016,1163
K04000001,England and Wales,5,Aged 50 to 64 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,9,Arrived 2017 to 2019,1333
K04000001,England and Wales,5,Aged 50 to 64 years,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,10,Arrived 2020 to 2021,497
K04000001,England and Wales,5,Aged 50 to 64 years,13,"White: English, Welsh, Scottish, Northern Irish or British",-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,13,"White: English, Welsh, Scottish, Northern Irish or British",1,Born in the UK,9230473
K04000001,England and Wales,5,Aged 50 to 64 years,13,"White: English, Welsh, Scottish, Northern Irish or British",2,Arrived before 1971,110844
K04000001,England and Wales,5,Aged 50 to 64 years,13,"White: English, Welsh, Scottish, Northern Irish or British",3,Arrived 1971 to 1980,43768
K04000001,England and Wales,5,Aged 50 to 64 years,13,"White: English, Welsh, Scottish, Northern Irish or British",4,Arrived 1981 to 1990,22368
K04000001,England and Wales,5,Aged 50 to 64 years,13,"White: English, Welsh, Scottish, Northern Irish or British",5,Arrived 1991 to 2000,29782
K04000001,England and Wales,5,Aged 50 to 64 years,13,"White: English, Welsh, Scottish, Northern Irish or British",6,Arrived 2001 to 2010,28141
K04000001,England and Wales,5,Aged 50 to 64 years,13,"White: English, Welsh, Scottish, Northern Irish or British",7,Arrived 2011 to 2013,6083
K04000001,England and Wales,5,Aged 50 to 64 years,13,"White: English, Welsh, Scottish, Northern Irish or British",8,Arrived 2014 to 2016,8186
K04000001,England and Wales,5,Aged 50 to 64 years,13,"White: English, Welsh, Scottish, Northern Irish or British",9,Arrived 2017 to 2019,8655
K04000001,England and Wales,5,Aged 50 to 64 years,13,"White: English, Welsh, Scottish, Northern Irish or British",10,Arrived 2020 to 2021,3683
K04000001,England and Wales,5,Aged 50 to 64 years,14,White: Irish,-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,14,White: Irish,1,Born in the UK,72273
K04000001,England and Wales,5,Aged 50 to 64 years,14,White: Irish,2,Arrived before 1971,10591
K04000001,England and Wales,5,Aged 50 to 64 years,14,White: Irish,3,Arrived 1971 to 1980,8194
K04000001,England and Wales,5,Aged 50 to 64 years,14,White: Irish,4,Arrived 1981 to 1990,25681
K04000001,England and Wales,5,Aged 50 to 64 years,14,White: Irish,5,Arrived 1991 to 2000,8425
K04000001,England and Wales,5,Aged 50 to 64 years,14,White: Irish,6,Arrived 2001 to 2010,4007
K04000001,England and Wales,5,Aged 50 to 64 years,14,White: Irish,7,Arrived 2011 to 2013,1150
K04000001,England and Wales,5,Aged 50 to 64 years,14,White: Irish,8,Arrived 2014 to 2016,1179
K04000001,England and Wales,5,Aged 50 to 64 years,14,White: Irish,9,Arrived 2017 to 2019,1111
K04000001,England and Wales,5,Aged 50 to 64 years,14,White: Irish,10,Arrived 2020 to 2021,495
K04000001,England and Wales,5,Aged 50 to 64 years,15,White: Gypsy or Irish Traveller,-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,15,White: Gypsy or Irish Traveller,1,Born in the UK,8462
K04000001,England and Wales,5,Aged 50 to 64 years,15,White: Gypsy or Irish Traveller,2,Arrived before 1971,92
K04000001,England and Wales,5,Aged 50 to 64 years,15,White: Gypsy or Irish Traveller,3,Arrived 1971 to 1980,92
K04000001,England and Wales,5,Aged 50 to 64 years,15,White: Gypsy or Irish Traveller,4,Arrived 1981 to 1990,133
K04000001,England and Wales,5,Aged 50 to 64 years,15,White: Gypsy or Irish Traveller,5,Arrived 1991 to 2000,93
K04000001,England and Wales,5,Aged 50 to 64 years,15,White: Gypsy or Irish Traveller,6,Arrived 2001 to 2010,167
K04000001,England and Wales,5,Aged 50 to 64 years,15,White: Gypsy or Irish Traveller,7,Arrived 2011 to 2013,71
K04000001,England and Wales,5,Aged 50 to 64 years,15,White: Gypsy or Irish Traveller,8,Arrived 2014 to 2016,160
K04000001,England and Wales,5,Aged 50 to 64 years,15,White: Gypsy or Irish Traveller,9,Arrived 2017 to 2019,158
K04000001,England and Wales,5,Aged 50 to 64 years,15,White: Gypsy or Irish Traveller,10,Arrived 2020 to 2021,60
K04000001,England and Wales,5,Aged 50 to 64 years,16,White: Roma,-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,16,White: Roma,1,Born in the UK,1301
K04000001,England and Wales,5,Aged 50 to 64 years,16,White: Roma,2,Arrived before 1971,65
K04000001,England and Wales,5,Aged 50 to 64 years,16,White: Roma,3,Arrived 1971 to 1980,144
K04000001,England and Wales,5,Aged 50 to 64 years,16,White: Roma,4,Arrived 1981 to 1990,315
K04000001,England and Wales,5,Aged 50 to 64 years,16,White: Roma,5,Arrived 1991 to 2000,776
K04000001,England and Wales,5,Aged 50 to 64 years,16,White: Roma,6,Arrived 2001 to 2010,1737
K04000001,England and Wales,5,Aged 50 to 64 years,16,White: Roma,7,Arrived 2011 to 2013,845
K04000001,England and Wales,5,Aged 50 to 64 years,16,White: Roma,8,Arrived 2014 to 2016,1673
K04000001,England and Wales,5,Aged 50 to 64 years,16,White: Roma,9,Arrived 2017 to 2019,1805
K04000001,England and Wales,5,Aged 50 to 64 years,16,White: Roma,10,Arrived 2020 to 2021,597
K04000001,England and Wales,5,Aged 50 to 64 years,17,White: Other White,-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,17,White: Other White,1,Born in the UK,59884
K04000001,England and Wales,5,Aged 50 to 64 years,17,White: Other White,2,Arrived before 1971,9979
K04000001,England and Wales,5,Aged 50 to 64 years,17,White: Other White,3,Arrived 1971 to 1980,15230
K04000001,England and Wales,5,Aged 50 to 64 years,17,White: Other White,4,Arrived 1981 to 1990,42018
K04000001,England and Wales,5,Aged 50 to 64 years,17,White: Other White,5,Arrived 1991 to 2000,85523
K04000001,England and Wales,5,Aged 50 to 64 years,17,White: Other White,6,Arrived 2001 to 2010,126152
K04000001,England and Wales,5,Aged 50 to 64 years,17,White: Other White,7,Arrived 2011 to 2013,35074
K04000001,England and Wales,5,Aged 50 to 64 years,17,White: Other White,8,Arrived 2014 to 2016,46603
K04000001,England and Wales,5,Aged 50 to 64 years,17,White: Other White,9,Arrived 2017 to 2019,38586
K04000001,England and Wales,5,Aged 50 to 64 years,17,White: Other White,10,Arrived 2020 to 2021,14849
K04000001,England and Wales,5,Aged 50 to 64 years,18,Other ethnic group: Arab,-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,18,Other ethnic group: Arab,1,Born in the UK,1985
K04000001,England and Wales,5,Aged 50 to 64 years,18,Other ethnic group: Arab,2,Arrived before 1971,435
K04000001,England and Wales,5,Aged 50 to 64 years,18,Other ethnic group: Arab,3,Arrived 1971 to 1980,2421
K04000001,England and Wales,5,Aged 50 to 64 years,18,Other ethnic group: Arab,4,Arrived 1981 to 1990,7646
K04000001,England and Wales,5,Aged 50 to 64 years,18,Other ethnic group: Arab,5,Arrived 1991 to 2000,11504
K04000001,England and Wales,5,Aged 50 to 64 years,18,Other ethnic group: Arab,6,Arrived 2001 to 2010,7413
K04000001,England and Wales,5,Aged 50 to 64 years,18,Other ethnic group: Arab,7,Arrived 2011 to 2013,1804
K04000001,England and Wales,5,Aged 50 to 64 years,18,Other ethnic group: Arab,8,Arrived 2014 to 2016,2618
K04000001,England and Wales,5,Aged 50 to 64 years,18,Other ethnic group: Arab,9,Arrived 2017 to 2019,2755
K04000001,England and Wales,5,Aged 50 to 64 years,18,Other ethnic group: Arab,10,Arrived 2020 to 2021,907
K04000001,England and Wales,5,Aged 50 to 64 years,19,Other ethnic group: Any other ethnic group,-8,Does not apply,0
K04000001,England and Wales,5,Aged 50 to 64 years,19,Other ethnic group: Any other ethnic group,1,Born in the UK,24010
K04000001,England and Wales,5,Aged 50 to 64 years,19,Other ethnic group: Any other ethnic group,2,Arrived before 1971,5914
K04000001,England and Wales,5,Aged 50 to 64 years,19,Other ethnic group: Any other ethnic group,3,Arrived 1971 to 1980,13296
K04000001,England and Wales,5,Aged 50 to 64 years,19,Other ethnic group: Any other ethnic group,4,Arrived 1981 to 1990,19773
K04000001,England and Wales,5,Aged 50 to 64 years,19,Other ethnic group: Any other ethnic group,5,Arrived 1991 to 2000,30568
K04000001,England and Wales,5,Aged 50 to 64 years,19,Other ethnic group: Any other ethnic group,6,Arrived 2001 to 2010,26358
K04000001,England and Wales,5,Aged 50 to 64 years,19,Other ethnic group: Any other ethnic group,7,Arrived 2011 to 2013,5273
K04000001,England and Wales,5,Aged 50 to 64 years,19,Other ethnic group: Any other ethnic group,8,Arrived 2014 to 2016,6473
K04000001,England and Wales,5,Aged 50 to 64 years,19,Other ethnic group: Any other ethnic group,9,Arrived 2017 to 2019,7261
K04000001,England and Wales,5,Aged 50 to 64 years,19,Other ethnic group: Any other ethnic group,10,Arrived 2020 to 2021,2791
K04000001,England and Wales,6,Aged 65 years and over,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,-8,Does not apply,1,Born in the UK,0
K04000001,England and Wales,6,Aged 65 years and over,-8,Does not apply,2,Arrived before 1971,0
K04000001,England and Wales,6,Aged 65 years and over,-8,Does not apply,3,Arrived 1971 to 1980,0
